[X] ||| Arizona ||| 'az' ||| 1.38629 0 1 1.00000 1.38629 0 ||| 0-0
[X] ||| How many people in Boulder ||| population_1( cityid( 'boulder', ||| 1.15664 8.37472 1 1.00000 0 1.60944 ||| 0-1 2-0 3-1 4-2
[X] ||| How many people in Boulder ? ||| population_1( cityid( 'boulder', _ ||| 3.41508 8.37472 1 1.00000 0 1.60944 ||| 0-1 2-0 3-1 4-2 5-3
[X] ||| How many people in [X,1] ||| population_1( cityid( [X,1] ||| 1.15664 8.12341 1 0.36788 0 1.38629 ||| 0-1 2-0 3-1
[X] ||| How many people lived in Austin ||| population_1( cityid( 'austin', ||| 1.15664 10.53135 1 1.00000 0 1.60944 ||| 0-1 2-0 3-2 4-1 5-2
[X] ||| How many people lived in Austin ? ||| population_1( cityid( 'austin', _ ||| 3.41508 10.53135 1 1.00000 0 1.09861 ||| 0-1 2-0 3-2 4-1 5-2 6-3
[X] ||| How many people live in ||| population_1( cityid( ||| 1.15664 10.09210 1 0.00005 0 1.12847 ||| 0-1 2-0 3-0 4-1
[X] ||| How many people live in Chicago ||| population_1( cityid( 'chicago', ||| 1.15664 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2
[X] ||| How many people live in Chicago ? ||| population_1( cityid( 'chicago', _ ||| 3.41508 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2 6-3
[X] ||| How many people live in Austin ||| population_1( cityid( 'austin', ||| 1.15664 10.19746 1 0.36788 0 0.91629 ||| 0-1 2-0 3-0 4-1 5-2
[X] ||| How many people live in Austin ? ||| population_1( cityid( 'austin', _ ||| 3.41508 10.19746 1 1.00000 0 1.09861 ||| 0-1 2-0 3-0 4-1 5-2 6-3
[X] ||| How many people live in Austin Texas ||| population_1( cityid( 'austin', 'tx' ||| 4.54103 10.19746 1 1.00000 0 0.69315 ||| 0-1 2-0 3-0 4-1 5-2 6-3
[X] ||| How many people live in Detroit ||| population_1( cityid( 'detroit', ||| 1.15664 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2
[X] ||| How many people live in Detroit ? ||| population_1( cityid( 'detroit', _ ||| 3.41508 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2 6-3
[X] ||| How many people live in Houston ||| population_1( cityid( 'houston', ||| 1.15664 10.09210 1 1.00000 0 0.69315 ||| 0-1 2-0 3-0 4-1 5-2
[X] ||| How many people live in Houston ? ||| population_1( cityid( 'houston', _ ||| 3.41508 10.09210 1 1.00000 0 0.69315 ||| 0-1 2-0 3-0 4-1 5-2 6-3
[X] ||| How many people live in Riverside ||| population_1( cityid( 'riverside', ||| 1.15664 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2
[X] ||| How many people live in Riverside ? ||| population_1( cityid( 'riverside', _ ||| 3.41508 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2 6-3
[X] ||| How many people live in Washington ||| population_1( cityid( 'washington', ||| 3.10255 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2
[X] ||| How many people live in Washington DC ||| population_1( cityid( 'washington', 'dc' ||| 3.10255 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2 6-3
[X] ||| How many people live in Minneapolis ||| population_1( cityid( 'minneapolis', ||| 1.15664 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2
[X] ||| How many people live in Minneapolis Minnesota ||| population_1( cityid( 'minneapolis', 'mn' ||| 2.25525 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2 6-3
[X] ||| How many people live in Kalamazoo ||| population_1( cityid( 'kalamazoo', ||| 1.15664 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2
[X] ||| How many people live in Kalamazoo ? ||| population_1( cityid( 'kalamazoo', _ ||| 3.41508 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2 6-3
[X] ||| How many people live in San ||| population_1( cityid( 'san ||| 1.15664 10.09210 1 1.00000 0 0.69315 ||| 0-1 2-0 3-0 4-1 5-2
[X] ||| How many people live in San Francisco ||| population_1( cityid( 'san francisco', ||| 1.15664 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2 6-3
[X] ||| How many people live in San Francisco ? ||| population_1( cityid( 'san francisco', _ ||| 3.41508 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2 6-3 7-4
[X] ||| How many people live in Spokane ||| population_1( cityid( 'spokane', ||| 1.15664 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2
[X] ||| How many people live in Spokane Washington ||| population_1( cityid( 'spokane', 'wa' ||| 2.40940 10.09210 1 1.00000 0 0 ||| 0-1 2-0 3-0 4-1 5-2 6-3
[X] ||| How many [X,1] ||| cityid( [X,1] ||| 0.58779 4.99734 1 0.36788 0 3.31419 ||| 0-0
[X] ||| How many [X,1] have ? ||| cityid( [X,1] _ ||| 2.84623 10.02778 1 1.00000 0 2.83321 ||| 0-0 4-2
[X] ||| How many [X,1] have [X,2] ||| cityid( [X,1] [X,2] ||| 0.58779 10.02778 1 1.00000 0 0 ||| 0-0
[X] ||| How many [X,1] in ||| [X,1] cityid( ||| 1.15664 6.35831 1 0.00001 0 1.49549 ||| 0-1 3-1
[X] ||| How many [X,1] in Chicago ||| [X,1] cityid( 'chicago', ||| 1.15664 6.35831 1 1.00000 0 0 ||| 0-1 3-1 4-2
[X] ||| How many [X,1] in Boulder ||| [X,1] cityid( 'boulder', ||| 1.15664 6.60963 1 0.36788 0 0.91629 ||| 0-1 3-1 4-2
[X] ||| How many [X,1] in Austin ||| [X,1] cityid( 'austin', ||| 1.15664 6.46368 1 0.36788 0 1.38629 ||| 0-1 3-1 4-2
[X] ||| How many [X,1] in Detroit ||| [X,1] cityid( 'detroit', ||| 1.15664 6.35831 1 1.00000 0 0 ||| 0-1 3-1 4-2
[X] ||| How many [X,1] in Houston ||| [X,1] cityid( 'houston', ||| 1.15664 6.35831 1 1.00000 0 0.69315 ||| 0-1 3-1 4-2
[X] ||| How many [X,1] in Riverside ||| [X,1] cityid( 'riverside', ||| 1.15664 6.35831 1 1.00000 0 0 ||| 0-1 3-1 4-2
[X] ||| How many [X,1] in Washington ||| [X,1] cityid( 'washington', ||| 3.10255 6.35831 1 1.00000 0 0 ||| 0-1 3-1 4-2
[X] ||| How many [X,1] in Minneapolis ||| [X,1] cityid( 'minneapolis', ||| 1.15664 6.35831 1 1.00000 0 0 ||| 0-1 3-1 4-2
[X] ||| How many [X,1] in Kalamazoo ||| [X,1] cityid( 'kalamazoo', ||| 1.15664 6.35831 1 1.00000 0 0 ||| 0-1 3-1 4-2
[X] ||| How many [X,1] in San ||| [X,1] cityid( 'san ||| 1.15664 6.35831 1 1.00000 0 0.69315 ||| 0-1 3-1 4-2
[X] ||| How many [X,1] in Spokane ||| [X,1] cityid( 'spokane', ||| 1.15664 6.35831 1 1.00000 0 0 ||| 0-1 3-1 4-2
[X] ||| How many [X,1] in [X,2] ||| [X,1] cityid( [X,2] ||| 1.15664 6.35831 1 0 0 1.44910 ||| 0-1 3-1
[X] ||| How [X,1] is ||| [X,1] riverid( ||| 1.44047 4.71858 1 1.00000 0 2.30259 ||| 0-1 2-1
[X] ||| How [X,1] is Rio ||| [X,1] riverid( 'rio ||| 1.44047 4.71858 1 1.00000 0 0 ||| 0-1 2-1 3-2
[X] ||| How [X,1] is Rio Grande ||| [X,1] riverid( 'rio grande' ||| 1.44047 4.71858 1 1.00000 0 0 ||| 0-1 2-1 3-2 4-3
[X] ||| How [X,1] is Rio [X,2] ||| [X,1] riverid( 'rio [X,2] ||| 1.44047 4.71858 1 1.00000 0 0 ||| 0-1 2-1 3-2
[X] ||| How [X,1] is the ||| [X,1] riverid( ||| 1.62828 5.71454 1 1.00000 0 2.30259 ||| 0-1 2-1 3-1
[X] ||| How [X,1] is the Mississippi ||| [X,1] riverid( 'mississippi' ||| 1.62828 5.71454 1 1.00000 0 3.73767 ||| 0-1 2-1 3-1 4-2
[X] ||| How [X,1] is the [X,2] ||| [X,1] riverid( [X,2] ||| 1.62828 5.71454 1 1.00000 0 3.82864 ||| 0-1 2-1 3-1
[X] ||| How [X,1] is [X,2] ||| [X,1] riverid( [X,2] ||| 1.44047 4.71858 1 0.36788 0 3.13549 ||| 0-1 2-1
[X] ||| How [X,1] is [X,2] Grande ||| [X,1] riverid( [X,2] grande' ||| 1.44047 4.71858 1 1.00000 0 0 ||| 0-1 2-1 4-3
[X] ||| New ||| 'new ||| 0 0 1 0 0 0 ||| 0-0
[X] ||| New Mexico ||| 'new mexico' ||| 0 0 1 0.00091 0 0 ||| 0-0 1-1
[X] ||| New Mexico ? ||| stateid( 'new mexico' ||| 0.44792 0.69871 1 0.36788 0 0.91629 ||| 0-1 1-2 2-0
[X] ||| New Mexico [X,1] ||| [X,1] 'new mexico' ||| 0 0 1 0.36788 0 0 ||| 0-1 1-2
[X] ||| New Jersey ||| 'new jersey' ||| 0 0 1 1.00000 0 0 ||| 0-0 1-1
[X] ||| New Hampshire ||| 'new hampshire' ||| 0 0 1 0.36788 0 0 ||| 0-0 1-1
[X] ||| New York ||| 'new york', ||| 1.87180 0.40547 1 1.00000 2.48491 0.69315 ||| 0-0 1-1
[X] ||| New York ||| 'new york' ||| 0.16705 0 1 0.00005 0.08701 0 ||| 0-0 1-1
[X] ||| New York ? ||| 'new york', _ ||| 4.13025 0.40547 1 1.00000 1.38629 0.69315 ||| 0-0 1-1 2-2
[X] ||| New York ? ||| stateid( 'new york' ||| 0.61498 0.69871 1 0.13534 0.28768 0.84730 ||| 0-1 1-2 2-0
[X] ||| New York City ||| 'new york', ||| 0.55005 1.50408 1 1.00000 0 0.69315 ||| 0-0 1-1 2-1
[X] ||| New York City ? ||| 'new york', _ ||| 2.80849 1.50408 1 1.00000 0 0.69315 ||| 0-0 1-1 2-1 3-2
[X] ||| New York City [X,1] ||| 'new york', [X,1] ||| 0.55005 1.50408 1 1.00000 0 0.69315 ||| 0-0 1-1 2-1
[X] ||| New York state ? ||| state( stateid( 'new york' ||| 0.61498 1.54224 1 1.00000 0 0 ||| 0-2 1-3 2-0 3-1
[X] ||| New York state [X,1] ||| state( [X,1] 'new york' ||| 0.16705 0.84353 1 1.00000 0 0 ||| 0-2 1-3 2-0
[X] ||| New York [X,1] ||| 'new york', [X,1] ||| 1.87180 0.40547 1 1.00000 1.60944 0.69315 ||| 0-0 1-1
[X] ||| New York [X,1] ||| [X,1] 'new york' ||| 0.16705 0 1 0.04979 0.22314 0 ||| 0-1 1-2
[X] ||| New York [X,1] ? ||| [X,1] stateid( 'new york' ||| 0.61498 0.69871 1 1.00000 0 2.63906 ||| 0-2 1-3 3-1
[X] ||| New [X,1] ||| 'new [X,1] ||| 0 0 1 0 0 0 ||| 0-0
[X] ||| New [X,1] ? ||| 'new [X,1] _ ||| 2.25844 0 1 0.36788 1.25276 0 ||| 0-0 2-2
[X] ||| New [X,1] ? ||| stateid( 'new [X,1] ||| 0.44792 0.69871 1 0.01832 0.33647 0.87547 ||| 0-1 2-0
[X] ||| New [X,1] state ? ||| state( stateid( 'new [X,1] ||| 0.44792 1.54224 1 1.00000 0 0 ||| 0-2 2-0 3-1
[X] ||| New [X,1] state [X,2] ||| state( [X,2] 'new [X,1] ||| 0 0.84353 1 1.00000 0 0 ||| 0-2 2-0
[X] ||| San ||| 'san ||| 0 0 1 0.04979 0 0 ||| 0-0
[X] ||| San Antonio ||| 'san antonio', ||| 0 0 1 0.36788 0 0 ||| 0-0 1-1
[X] ||| San Antonio ? ||| 'san antonio', _ ||| 2.25844 0 1 1.00000 0 0 ||| 0-0 1-1 2-2
[X] ||| San Antonio is in ||| cityid( 'san antonio', ||| 2.61472 3.31979 1 1.00000 0 0.69315 ||| 0-1 1-2 2-0 3-0
[X] ||| San Antonio is in what ||| loc_1( cityid( 'san antonio', ||| 3.71333 7.12645 1 1.00000 0 0 ||| 0-2 1-3 2-1 3-1 4-0
[X] ||| San Antonio is in what state ||| state( loc_1( cityid( 'san antonio', ||| 3.71333 7.96998 1 1.00000 0 0 ||| 0-3 1-4 2-2 3-2 4-1 5-0
[X] ||| San Antonio is in what state ? ||| state( loc_1( cityid( 'san antonio', _ ||| 5.97177 7.96998 1 1.00000 0 0 ||| 0-3 1-4 2-2 3-2 4-1 5-0 6-5
[X] ||| San Antonio is in [X,1] ||| [X,1] cityid( 'san antonio', ||| 2.61472 3.31979 1 0.36788 0 0.40547 ||| 0-2 1-3 2-1 3-1
[X] ||| San Antonio [X,1] ||| 'san antonio', [X,1] ||| 0 0 1 1.00000 1.38629 0 ||| 0-0 1-1
[X] ||| San Antonio [X,1] ||| [X,1] 'san antonio', ||| 0 0 1 0.13534 0.28768 0.51083 ||| 0-1 1-2
[X] ||| San Antonio [X,1] ? ||| [X,1] 'san antonio', _ ||| 2.25844 0 1 1.00000 0 1.09861 ||| 0-1 1-2 3-3
[X] ||| San Antonio [X,1] what ||| loc_1( [X,1] 'san antonio', ||| 1.09861 3.80666 1 1.00000 0 0 ||| 0-2 1-3 3-0
[X] ||| San Antonio [X,1] what state ||| state( loc_1( [X,1] 'san antonio', ||| 1.09861 4.65019 1 1.00000 0 0 ||| 0-3 1-4 3-1 4-0
[X] ||| San Antonio [X,1] what [X,2] ||| [X,2] loc_1( [X,1] 'san antonio', ||| 1.09861 3.80666 1 1.00000 0 0 ||| 0-3 1-4 3-1
[X] ||| San Antonio [X,1] state ||| state( [X,1] 'san antonio', ||| 0 0.84353 1 1.00000 0 0 ||| 0-2 1-3 3-0
[X] ||| San Antonio [X,1] state ? ||| state( [X,1] 'san antonio', _ ||| 2.25844 0.84353 1 1.00000 0 0 ||| 0-2 1-3 3-0 4-4
[X] ||| San Antonio [X,1] state [X,2] ||| state( [X,1] 'san antonio', [X,2] ||| 0 0.84353 1 1.00000 0 0 ||| 0-2 1-3 3-0
[X] ||| San Francisco ||| 'san francisco', ||| 0 0 1 0.36788 0 0 ||| 0-0 1-1
[X] ||| San Francisco ? ||| 'san francisco', _ ||| 2.25844 0 1 0.36788 0 0 ||| 0-0 1-1 2-2
[X] ||| San Francisco [X,1] ||| 'san francisco', [X,1] ||| 0 0 1 0.36788 0 0 ||| 0-0 1-1
[X] ||| San [X,1] ||| 'san [X,1] ||| 0 0 1 0.00248 0 0 ||| 0-0
[X] ||| San [X,1] ? ||| 'san [X,1] _ ||| 2.25844 0 1 0.13534 0 0 ||| 0-0 2-2
[X] ||| San [X,1] is in ||| cityid( 'san [X,1] ||| 2.61472 3.31979 1 1.00000 0 1.09861 ||| 0-1 2-0 3-0
[X] ||| San [X,1] is in what ||| loc_1( cityid( 'san [X,1] ||| 3.71333 7.12645 1 1.00000 0 0 ||| 0-2 2-1 3-1 4-0
[X] ||| San [X,1] is in [X,2] ||| [X,2] cityid( 'san [X,1] ||| 2.61472 3.31979 1 0.36788 0 0 ||| 0-2 2-1 3-1
[X] ||| US ||| 'usa' ||| 0.71465 1.11300 1 0.13534 2.19722 1.94591 ||| 0-0
[X] ||| US ||| countryid( ||| 0.67209 1.07044 1 0.04979 1.90954 1.65823 ||| 0-0
[X] ||| US ||| countryid( 'usa' ||| 1.38675 1.09149 1 0 0.30010 1.22378 ||| 0-0 0-1
[X] ||| US . ||| countryid( 'usa' ||| 2.02202 3.37303 1 0.04979 0 2.83321 ||| 0-0 1-1
[X] ||| US does ||| countryid( 'usa' ,traverse_1( ||| 3.95170 1.09149 1 1.00000 0 0 ||| 0-0 0-1 1-2
[X] ||| US does the shortest ||| countryid( 'usa' ,traverse_1( shortest( ||| 3.95170 2.51440 1 1.00000 0 0 ||| 0-0 0-1 1-2 3-3
[X] ||| US does the shortest river ||| countryid( 'usa' ,traverse_1( shortest( river( ||| 3.95170 3.02522 1 1.00000 0 0 ||| 0-0 0-1 1-2 3-3 4-4
[X] ||| US does the shortest river run through ? ||| countryid( 'usa' ,traverse_1( shortest( river( all ||| 5.53998 16.65137 1 1.00000 0 0 ||| 0-0 0-1 1-2 3-3 4-4 7-5
[X] ||| US does the shortest [X,1] ||| countryid( 'usa' ,traverse_1( shortest( [X,1] ||| 3.95170 2.51440 1 0.36788 0 0 ||| 0-0 0-1 1-2 3-3
[X] ||| US does the [X,1] ||| countryid( 'usa' ,traverse_1( [X,1] ||| 3.95170 2.51440 1 0.13534 0 0 ||| 0-0 0-1 1-2
[X] ||| US does the [X,1] river ||| countryid( 'usa' ,traverse_1( [X,1] river( ||| 3.95170 3.02522 1 1.00000 0 0 ||| 0-0 0-1 1-2 4-4
[X] ||| US [X,1] ||| countryid( 'usa' [X,1] ||| 1.38675 1.09149 1 0.04979 0.69315 0 ||| 0-0 0-1
[X] ||| US [X,1] ||| countryid( [X,1] ||| 0.67209 1.07044 1 0.04979 0.69315 1.55814 ||| 0-0
[X] ||| US [X,1] river ||| countryid( 'usa' [X,1] river( ||| 1.38675 1.60232 1 1.00000 0 0 ||| 0-0 0-1 2-3
[X] ||| US [X,1] run through ? ||| countryid( 'usa' [X,1] all ||| 2.97503 14.71764 1 1.00000 0 0 ||| 0-0 0-1 4-3
[X] ||| US [X,1] run through [X,2] ||| countryid( 'usa' [X,1] [X,2] ||| 1.38675 14.61811 1 1.00000 0 1.38629 ||| 0-0 0-1
[X] ||| US [X,1] the shortest ||| countryid( 'usa' [X,1] shortest( ||| 1.38675 2.51440 1 1.00000 0 0 ||| 0-0 0-1 3-3
[X] ||| US [X,1] the shortest river ||| countryid( 'usa' [X,1] shortest( river( ||| 1.38675 3.02522 1 1.00000 0 0 ||| 0-0 0-1 3-3 4-4
[X] ||| US [X,1] the shortest [X,2] ||| countryid( 'usa' [X,1] shortest( [X,2] ||| 1.38675 2.51440 1 0.36788 0 0 ||| 0-0 0-1 3-3
[X] ||| US [X,1] the [X,2] ||| countryid( 'usa' [X,1] [X,2] ||| 1.38675 2.51440 1 0.13534 0 0.28768 ||| 0-0 0-1
[X] ||| US [X,1] the [X,2] river ||| countryid( 'usa' [X,1] [X,2] river( ||| 1.38675 3.02522 1 1.00000 0 0 ||| 0-0 0-1 4-4
[X] ||| big ||| size( ||| 0 0.40547 1 0.00674 0 0.40547 ||| 0-0
[X] ||| big is Alaska ? ||| size( stateid( 'alaska' ||| 0.36103 2.66139 1 1.00000 0 0.69315 ||| 0-0 1-1 2-2 3-1
[X] ||| big is North Dakota ? ||| size( stateid( 'north dakota' ||| 0.54335 2.66139 1 1.00000 0 0 ||| 0-0 1-1 2-2 3-3 4-1
[X] ||| big is North [X,1] ? ||| size( stateid( 'north [X,1] ||| 0.36103 2.66139 1 1.00000 0 0 ||| 0-0 1-1 2-2 4-1
[X] ||| big is Texas ? ||| size( stateid( 'texas' ||| 0.39551 2.67879 1 1.00000 0 0.69315 ||| 0-0 1-1 2-2 3-1
[X] ||| big is Massachusetts ? ||| size( stateid( 'massachusetts' ||| 0.64871 2.66139 1 1.00000 0 0 ||| 0-0 1-1 2-2 3-1
[X] ||| big is New Mexico ? ||| size( stateid( 'new mexico' ||| 0.36103 2.66139 1 1.00000 0 0 ||| 0-0 1-1 2-2 3-3 4-1
[X] ||| big is New [X,1] ? ||| size( stateid( 'new [X,1] ||| 0.36103 2.66139 1 1.00000 0 0 ||| 0-0 1-1 2-2 4-1
[X] ||| big is the city of ||| size( city( cityid( ||| 2.59322 7.34149 1 1.00000 0 0 ||| 0-0 1-2 2-1 3-1 4-2
[X] ||| big is the city of New ||| size( city( cityid( 'new ||| 2.59322 7.34149 1 1.00000 0 0 ||| 0-0 1-2 2-1 3-1 4-2 5-3
[X] ||| big is the city of New York ||| size( city( cityid( 'new york', ||| 4.46502 7.74696 1 1.00000 0 0 ||| 0-0 1-2 2-1 3-1 4-2 5-3 6-4
[X] ||| big is the city of New York ? ||| size( city( cityid( 'new york', _ ||| 6.72346 7.74696 1 1.00000 0 0 ||| 0-0 1-2 2-1 3-1 4-2 5-3 6-4 7-5
[X] ||| big is [X,1] Mexico ? ||| size( stateid( [X,1] mexico' ||| 0.36103 2.66139 1 1.00000 0 0 ||| 0-0 1-1 3-3 4-1
[X] ||| big is [X,1] ? ||| size( stateid( [X,1] ||| 0.36103 2.66139 1 0.01832 0 0.33647 ||| 0-0 1-1 3-1
[X] ||| big is [X,1] Dakota ? ||| size( stateid( [X,1] dakota' ||| 0.54335 2.66139 1 1.00000 0 0 ||| 0-0 1-1 3-3 4-1
[X] ||| big is [X,1] of ||| size( [X,1] cityid( ||| 1.91678 3.42515 1 1.00000 0 0 ||| 0-0 1-2 3-2
[X] ||| big is [X,1] of New ||| size( [X,1] cityid( 'new ||| 1.91678 3.42515 1 1.00000 0 0 ||| 0-0 1-2 3-2 4-3
[X] ||| big is [X,1] of [X,2] ||| size( [X,1] cityid( [X,2] ||| 1.91678 3.42515 1 0.13534 0 0 ||| 0-0 1-2 3-2
[X] ||| big [X,1] ||| size( [X,1] ||| 0 0.40547 1 0.00034 0 0.28768 ||| 0-0
[X] ||| big [X,1] ? ||| size( [X,1] _ ||| 2.25844 0.40547 1 1.00000 0 0 ||| 0-0 2-2
[X] ||| big [X,1] New ||| size( [X,1] 'new ||| 0 0.40547 1 1.00000 0 0 ||| 0-0 2-2
[X] ||| big [X,1] New York ||| size( [X,1] 'new york', ||| 1.87180 0.81093 1 1.00000 0 0 ||| 0-0 2-2 3-3
[X] ||| big [X,1] New York ? ||| size( [X,1] 'new york', _ ||| 4.13025 0.81093 1 1.00000 0 0 ||| 0-0 2-2 3-3 4-4
[X] ||| big [X,1] New York [X,2] ||| size( [X,1] 'new york', [X,2] ||| 1.87180 0.81093 1 1.00000 0 0 ||| 0-0 2-2 3-3
[X] ||| big [X,1] New [X,2] ||| size( [X,1] 'new [X,2] ||| 0 0.40547 1 0.36788 0 0 ||| 0-0 2-2
[X] ||| big [X,1] New [X,2] ? ||| size( [X,1] 'new [X,2] _ ||| 2.25844 0.40547 1 1.00000 0 0 ||| 0-0 2-2 4-4
[X] ||| big [X,1] York ||| size( [X,1] york', ||| 1.87180 0.81093 1 1.00000 0 0 ||| 0-0 2-2
[X] ||| big [X,1] York ? ||| size( [X,1] york', _ ||| 4.13025 0.81093 1 1.00000 0 0 ||| 0-0 2-2 3-3
